feature_code,date_code,date_start,date_end,measurement,units,value,currently_smokes_cigarettes,type_of_tenure,household_type,gender,limiting_long_term_physical_or_mental_health_condition,age,date_diff,council_area
S12000035,2015,2015,NA,Percent,Percent Of Adults,25.7,Yes,All,All,All,All,16-64 years,NA,Argyll and Bute
S12000028,2015,2015,NA,Percent,Percent Of Adults,10.5,Yes,All,All,All,All,65 years and over,NA,South Ayrshire
S12000042,2015,2015,NA,Percent,Percent Of Adults,20.3,Yes,All,All,All,All,65 years and over,NA,Dundee City
S12000042,2015,2015,NA,Percent,Percent Of Adults,20.3,Yes,All,All,All,All,65 years and over,NA,Dundee City
S12000014,2015,2015,NA,Percent,Percent Of Adults,14,Yes,All,All,All,All,65 years and over,NA,Falkirk
S12000041,2015,2015,NA,Percent,Percent Of Adults,9.4,Yes,All,All,All,All,65 years and over,NA,Angus
S12000041,2015,2015,NA,Percent,Percent Of Adults,9.4,Yes,All,All,All,All,65 years and over,NA,Angus
S12000006,2015,2015,NA,Percent,Percent Of Adults,10.9,Yes,All,All,All,All,65 years and over,NA,Dumfries and Galloway
S12000011,2015,2015,NA,Percent,Percent Of Adults,6.9,Yes,All,All,All,All,16-34 years,NA,East Renfrewshire
S12000011,2015,2015,NA,Percent,Percent Of Adults,6.9,Yes,All,All,All,All,16-34 years,NA,East Renfrewshire
S12000030,2015,2015,NA,Percent,Percent Of Adults,7.2,Yes,All,All,All,All,65 years and over,NA,Stirling
S12000036,2015,2015,NA,Percent,Percent Of Adults,18.2,Yes,All,All,All,All,16-34 years,NA,City of Edinburgh
S12000029,2015,2015,NA,Percent,Percent Of Adults,11.5,Yes,All,All,All,All,65 years and over,NA,South Lanarkshire
S12000029,2015,2015,NA,Percent,Percent Of Adults,11.5,Yes,All,All,All,All,65 years and over,NA,South Lanarkshire
S12000039,2015,2015,NA,Percent,Percent Of Adults,15.6,Yes,All,All,All,All,65 years and over,NA,West Dunbartonshire
S12000039,2015,2015,NA,Percent,Percent Of Adults,15.6,Yes,All,All,All,All,65 years and over,NA,West Dunbartonshire
S12000014,2015,2015,NA,Percent,Percent Of Adults,24.6,Yes,All,All,All,All,16-34 years,NA,Falkirk
S12000010,2015,2015,NA,Percent,Percent Of Adults,27.6,Yes,All,All,All,All,16-34 years,NA,East Lothian
S12000045,2015,2015,NA,Percent,Percent Of Adults,20.3,Yes,All,All,All,All,16-34 years,NA,East Dunbartonshire
S12000045,2015,2015,NA,Percent,Percent Of Adults,20.3,Yes,All,All,All,All,16-34 years,NA,East Dunbartonshire
S12000013,2015,2015,NA,Percent,Percent Of Adults,15.4,Yes,All,All,All,All,16-34 years,NA,Na h-Eileanan Siar
S12000035,2015,2015,NA,Percent,Percent Of Adults,8.1,Yes,All,All,All,All,65 years and over,NA,Argyll and Bute
S12000048,2015,2015,NA,Percent,Percent Of Adults,9,Yes,All,All,All,All,65 years and over,NA,Perth and Kinross
S12000018,2015,2015,NA,Percent,Percent Of Adults,16,Yes,All,All,All,All,65 years and over,NA,Inverclyde
S12000018,2015,2015,NA,Percent,Percent Of Adults,16,Yes,All,All,All,All,65 years and over,NA,Inverclyde
S12000020,2015,2015,NA,Percent,Percent Of Adults,27.5,Yes,All,All,All,All,35-64 years,NA,Moray
S12000023,2015,2015,NA,Percent,Percent Of Adults,16.9,Yes,All,All,All,All,All,NA,Orkney Islands
S12000011,2015,2015,NA,Percent,Percent Of Adults,12.1,Yes,All,All,All,All,35-64 years,NA,East Renfrewshire
S12000011,2015,2015,NA,Percent,Percent Of Adults,12.1,Yes,All,All,All,All,35-64 years,NA,East Renfrewshire
S12000026,2015,2015,NA,Percent,Percent Of Adults,11.5,Yes,All,All,All,All,65 years and over,NA,Scottish Borders
S12000013,2015,2015,NA,Percent,Percent Of Adults,21.6,Yes,All,All,All,All,All,NA,Na h-Eileanan Siar
S12000027,2015,2015,NA,Percent,Percent Of Adults,15.2,Yes,All,All,All,All,65 years and over,NA,Shetland Islands
S12000033,2015,2015,NA,Percent,Percent Of Adults,14.2,Yes,All,All,All,All,65 years and over,NA,Aberdeen City
S12000036,2015,2015,NA,Percent,Percent Of Adults,8.8,Yes,All,All,All,All,65 years and over,NA,City of Edinburgh
S12000047,2015,2015,NA,Percent,Percent Of Adults,9.3,Yes,All,All,All,All,65 years and over,NA,Fife
S12000008,2015,2015,NA,Percent,Percent Of Adults,12.5,Yes,All,All,All,All,65 years and over,NA,East Ayrshire
S12000021,2015,2015,NA,Percent,Percent Of Adults,23.3,Yes,All,All,All,All,All,NA,North Ayrshire
S12000029,2015,2015,NA,Percent,Percent Of Adults,19.5,Yes,All,All,All,All,All,NA,South Lanarkshire
S12000029,2015,2015,NA,Percent,Percent Of Adults,19.5,Yes,All,All,All,All,All,NA,South Lanarkshire
S12000019,2015,2015,NA,Percent,Percent Of Adults,21.4,Yes,All,All,All,All,65 years and over,NA,Midlothian
S12000005,2015,2015,NA,Percent,Percent Of Adults,20.3,Yes,All,All,All,All,65 years and over,NA,Clackmannanshire
S12000023,2015,2015,NA,Percent,Percent Of Adults,11.1,Yes,All,All,All,All,65 years and over,NA,Orkney Islands
S12000030,2015,2015,NA,Percent,Percent Of Adults,16.4,Yes,All,All,All,All,35-64 years,NA,Stirling
S12000045,2015,2015,NA,Percent,Percent Of Adults,20.3,Yes,All,All,All,All,35-64 years,NA,East Dunbartonshire
S12000045,2015,2015,NA,Percent,Percent Of Adults,20.3,Yes,All,All,All,All,35-64 years,NA,East Dunbartonshire
S12000006,2015,2015,NA,Percent,Percent Of Adults,26.3,Yes,All,All,All,All,35-64 years,NA,Dumfries and Galloway
S12000023,2015,2015,NA,Percent,Percent Of Adults,16,Yes,All,All,All,All,35-64 years,NA,Orkney Islands
S12000013,2015,2015,NA,Percent,Percent Of Adults,27.1,Yes,All,All,All,All,35-64 years,NA,Na h-Eileanan Siar
S12000010,2015,2015,NA,Percent,Percent Of Adults,24.1,Yes,All,All,All,All,35-64 years,NA,East Lothian
S12000034,2015,2015,NA,Percent,Percent Of Adults,19.8,Yes,All,All,All,All,35-64 years,NA,Aberdeenshire
S12000005,2015,2015,NA,Percent,Percent Of Adults,24.1,Yes,All,All,All,All,35-64 years,NA,Clackmannanshire
S12000020,2015,2015,NA,Percent,Percent Of Adults,13.1,Yes,All,All,All,All,65 years and over,NA,Moray
S12000041,2015,2015,NA,Percent,Percent Of Adults,19.6,Yes,All,All,All,All,35-64 years,NA,Angus
S12000041,2015,2015,NA,Percent,Percent Of Adults,19.6,Yes,All,All,All,All,35-64 years,NA,Angus
S12000027,2015,2015,NA,Percent,Percent Of Adults,17.6,Yes,All,All,All,All,35-64 years,NA,Shetland Islands
S12000042,2015,2015,NA,Percent,Percent Of Adults,22,Yes,All,All,All,All,35-64 years,NA,Dundee City
S12000042,2015,2015,NA,Percent,Percent Of Adults,22,Yes,All,All,All,All,35-64 years,NA,Dundee City
S12000026,2015,2015,NA,Percent,Percent Of Adults,16,Yes,All,All,All,All,35-64 years,NA,Scottish Borders
S12000008,2015,2015,NA,Percent,Percent Of Adults,25.1,Yes,All,All,All,All,35-64 years,NA,East Ayrshire
S12000033,2015,2015,NA,Percent,Percent Of Adults,23.3,Yes,All,All,All,All,35-64 years,NA,Aberdeen City
S12000020,2015,2015,NA,Percent,Percent Of Adults,23.7,Yes,All,All,All,All,All,NA,Moray
S12000008,2016,2016,NA,Percent,Percent Of Adults,76.6,No,All,All,All,All,16-34 years,NA,East Ayrshire
S12000013,2016,2016,NA,Percent,Percent Of Adults,74.3,No,All,All,All,All,16-34 years,NA,Na h-Eileanan Siar
S12000050,2016,2016,NA,Percent,Percent Of Adults,75.6,No,All,All,All,All,16-34 years,NA,North Lanarkshire
S12000018,2016,2016,NA,Percent,Percent Of Adults,80.2,No,All,All,All,All,16-34 years,NA,Inverclyde
S12000018,2016,2016,NA,Percent,Percent Of Adults,80.2,No,All,All,All,All,16-34 years,NA,Inverclyde
S12000020,2016,2016,NA,Percent,Percent Of Adults,63.3,No,All,All,All,All,16-34 years,NA,Moray
S12000023,2016,2016,NA,Percent,Percent Of Adults,14.9,Yes,All,All,All,All,All,NA,Orkney Islands
S12000028,2016,2016,NA,Percent,Percent Of Adults,16.9,Yes,All,All,All,All,All,NA,South Ayrshire
S12000021,2016,2016,NA,Percent,Percent Of Adults,27,Yes,All,All,All,All,All,NA,North Ayrshire
S12000049,2016,2016,NA,Percent,Percent Of Adults,81.8,No,All,All,All,All,16-34 years,NA,Glasgow City
S12000026,2016,2016,NA,Percent,Percent Of Adults,86.8,No,All,All,All,All,65 years and over,NA,Scottish Borders
S12000010,2016,2016,NA,Percent,Percent Of Adults,91.7,No,All,All,All,All,65 years and over,NA,East Lothian
S12000020,2016,2016,NA,Percent,Percent Of Adults,88.9,No,All,All,All,All,65 years and over,NA,Moray
S12000042,2016,2016,NA,Percent,Percent Of Adults,22.4,Yes,All,All,All,All,All,NA,Dundee City
S12000042,2016,2016,NA,Percent,Percent Of Adults,22.4,Yes,All,All,All,All,All,NA,Dundee City
S12000041,2016,2016,NA,Percent,Percent Of Adults,16.2,Yes,All,All,All,All,All,NA,Angus
S12000041,2016,2016,NA,Percent,Percent Of Adults,16.2,Yes,All,All,All,All,All,NA,Angus
S12000023,2016,2016,NA,Percent,Percent Of Adults,18.7,Yes,All,All,All,All,16-64 years,NA,Orkney Islands
S12000020,2016,2016,NA,Percent,Percent Of Adults,27.3,Yes,All,All,All,All,16-64 years,NA,Moray
S12000036,2016,2016,NA,Percent,Percent Of Adults,20.2,Yes,All,All,All,All,16-64 years,NA,City of Edinburgh
S12000036,2016,2016,NA,Percent,Percent Of Adults,17.9,Yes,All,All,All,All,All,NA,City of Edinburgh
S12000011,2016,2016,NA,Percent,Percent Of Adults,9.4,Yes,All,All,All,All,All,NA,East Renfrewshire
S12000011,2016,2016,NA,Percent,Percent Of Adults,9.4,Yes,All,All,All,All,All,NA,East Renfrewshire
S12000047,2016,2016,NA,Percent,Percent Of Adults,20.4,Yes,All,All,All,All,All,NA,Fife
S12000026,2016,2016,NA,Percent,Percent Of Adults,18.2,Yes,All,All,All,All,16-64 years,NA,Scottish Borders
S12000041,2016,2016,NA,Percent,Percent Of Adults,18.6,Yes,All,All,All,All,16-64 years,NA,Angus
S12000041,2016,2016,NA,Percent,Percent Of Adults,18.6,Yes,All,All,All,All,16-64 years,NA,Angus
S12000040,2016,2016,NA,Percent,Percent Of Adults,20.6,Yes,All,All,All,All,16-64 years,NA,West Lothian
S12000017,2016,2016,NA,Percent,Percent Of Adults,82.9,No,All,All,All,All,16-34 years,NA,Highland
S12000047,2016,2016,NA,Percent,Percent Of Adults,76.6,No,All,All,All,All,16-64 years,NA,Fife
S12000048,2016,2016,NA,Percent,Percent Of Adults,78.8,No,All,All,All,All,16-64 years,NA,Perth and Kinross
S12000021,2016,2016,NA,Percent,Percent Of Adults,66,No,All,All,All,All,16-64 years,NA,North Ayrshire
S12000019,2016,2016,NA,Percent,Percent Of Adults,89.5,No,All,All,All,All,16-34 years,NA,Midlothian
S12000049,2016,2016,NA,Percent,Percent Of Adults,76.7,No,All,All,All,All,All,NA,Glasgow City
S12000049,2016,2016,NA,Percent,Percent Of Adults,76,No,All,All,All,All,16-64 years,NA,Glasgow City
S12000027,2016,2016,NA,Percent,Percent Of Adults,76.6,No,All,All,All,All,16-64 years,NA,Shetland Islands
S12000008,2016,2016,NA,Percent,Percent Of Adults,76.1,No,All,All,All,All,16-64 years,NA,East Ayrshire
S12000029,2016,2016,NA,Percent,Percent Of Adults,80.3,No,All,All,All,All,All,NA,South Lanarkshire
S12000029,2016,2016,NA,Percent,Percent Of Adults,80.3,No,All,All,All,All,All,NA,South Lanarkshire
S12000023,2016,2016,NA,Percent,Percent Of Adults,81.3,No,All,All,All,All,16-64 years,NA,Orkney Islands
S12000028,2016,2016,NA,Percent,Percent Of Adults,79.9,No,All,All,All,All,16-64 years,NA,South Ayrshire
S12000036,2016,2016,NA,Percent,Percent Of Adults,79.7,No,All,All,All,All,16-64 years,NA,City of Edinburgh
S12000011,2016,2016,NA,Percent,Percent Of Adults,88.9,No,All,All,All,All,16-64 years,NA,East Renfrewshire
S12000011,2016,2016,NA,Percent,Percent Of Adults,88.9,No,All,All,All,All,16-64 years,NA,East Renfrewshire
S12000019,2016,2016,NA,Percent,Percent Of Adults,81.5,No,All,All,All,All,All,NA,Midlothian
S12000048,2016,2016,NA,Percent,Percent Of Adults,82.2,No,All,All,All,All,All,NA,Perth and Kinross
S12000017,2016,2016,NA,Percent,Percent Of Adults,83.9,No,All,All,All,All,All,NA,Highland
S12000013,2016,2016,NA,Percent,Percent Of Adults,80,No,All,All,All,All,All,NA,Na h-Eileanan Siar
S12000023,2016,2016,NA,Percent,Percent Of Adults,85.1,No,All,All,All,All,All,NA,Orkney Islands
S12000030,2016,2016,NA,Percent,Percent Of Adults,84.9,No,All,All,All,All,All,NA,Stirling
S12000029,2016,2016,NA,Percent,Percent Of Adults,26.2,Yes,All,All,All,All,16-34 years,NA,South Lanarkshire
S12000029,2016,2016,NA,Percent,Percent Of Adults,26.2,Yes,All,All,All,All,16-34 years,NA,South Lanarkshire
S12000006,2016,2016,NA,Percent,Percent Of Adults,34.1,Yes,All,All,All,All,16-34 years,NA,Dumfries and Galloway
S12000030,2016,2016,NA,Percent,Percent Of Adults,20.4,Yes,All,All,All,All,16-34 years,NA,Stirling
S12000005,2016,2016,NA,Percent,Percent Of Adults,31.3,Yes,All,All,All,All,16-34 years,NA,Clackmannanshire
S12000010,2016,2016,NA,Percent,Percent Of Adults,28.8,Yes,All,All,All,All,16-34 years,NA,East Lothian
S12000036,2016,2016,NA,Percent,Percent Of Adults,19.9,Yes,All,All,All,All,16-34 years,NA,City of Edinburgh
S12000023,2016,2016,NA,Percent,Percent Of Adults,30.5,Yes,All,All,All,All,16-34 years,NA,Orkney Islands
S12000028,2016,2016,NA,Percent,Percent Of Adults,28.8,Yes,All,All,All,All,16-34 years,NA,South Ayrshire
S12000047,2016,2016,NA,Percent,Percent Of Adults,24.5,Yes,All,All,All,All,16-34 years,NA,Fife
S12000040,2016,2016,NA,Percent,Percent Of Adults,19.3,Yes,All,All,All,All,16-34 years,NA,West Lothian
S12000045,2016,2016,NA,Percent,Percent Of Adults,15.3,Yes,All,All,All,All,All,NA,East Dunbartonshire
S12000045,2016,2016,NA,Percent,Percent Of Adults,15.3,Yes,All,All,All,All,All,NA,East Dunbartonshire
S12000039,2016,2016,NA,Percent,Percent Of Adults,19.4,Yes,All,All,All,All,16-34 years,NA,West Dunbartonshire
S12000039,2016,2016,NA,Percent,Percent Of Adults,19.4,Yes,All,All,All,All,16-34 years,NA,West Dunbartonshire
S12000018,2016,2016,NA,Percent,Percent Of Adults,78.8,No,All,All,All,All,All,NA,Inverclyde
S12000018,2016,2016,NA,Percent,Percent Of Adults,78.8,No,All,All,All,All,All,NA,Inverclyde
S12000026,2016,2016,NA,Percent,Percent Of Adults,83,No,All,All,All,All,All,NA,Scottish Borders
S12000042,2016,2016,NA,Percent,Percent Of Adults,77.6,No,All,All,All,All,All,NA,Dundee City
S12000042,2016,2016,NA,Percent,Percent Of Adults,77.6,No,All,All,All,All,All,NA,Dundee City
S12000040,2016,2016,NA,Percent,Percent Of Adults,80.7,No,All,All,All,All,All,NA,West Lothian
S12000041,2016,2016,NA,Percent,Percent Of Adults,83.8,No,All,All,All,All,All,NA,Angus
S12000041,2016,2016,NA,Percent,Percent Of Adults,83.8,No,All,All,All,All,All,NA,Angus
S12000006,2016,2016,NA,Percent,Percent Of Adults,76,No,All,All,All,All,All,NA,Dumfries and Galloway
S12000028,2016,2016,NA,Percent,Percent Of Adults,83.1,No,All,All,All,All,All,NA,South Ayrshire
S12000035,2016,2016,NA,Percent,Percent Of Adults,82.4,No,All,All,All,All,All,NA,Argyll and Bute
S12000014,2016,2016,NA,Percent,Percent Of Adults,82,No,All,All,All,All,All,NA,Falkirk
S12000036,2016,2016,NA,Percent,Percent Of Adults,82,No,All,All,All,All,All,NA,City of Edinburgh
S12000039,2016,2016,NA,Percent,Percent Of Adults,78.5,No,All,All,All,All,All,NA,West Dunbartonshire
S12000039,2016,2016,NA,Percent,Percent Of Adults,78.5,No,All,All,All,All,All,NA,West Dunbartonshire
S12000038,2016,2016,NA,Percent,Percent Of Adults,79.4,No,All,All,All,All,All,NA,Renfrewshire
S12000038,2016,2016,NA,Percent,Percent Of Adults,79.4,No,All,All,All,All,All,NA,Renfrewshire
S12000034,2016,2016,NA,Percent,Percent Of Adults,82.5,No,All,All,All,All,All,NA,Aberdeenshire
S12000045,2016,2016,NA,Percent,Percent Of Adults,84.4,No,All,All,All,All,All,NA,East Dunbartonshire
S12000045,2016,2016,NA,Percent,Percent Of Adults,84.4,No,All,All,All,All,All,NA,East Dunbartonshire
S12000033,2016,2016,NA,Percent,Percent Of Adults,18.2,Yes,All,All,All,All,16-34 years,NA,Aberdeen City
S12000048,2016,2016,NA,Percent,Percent Of Adults,23.5,Yes,All,All,All,All,16-34 years,NA,Perth and Kinross
S12000049,2016,2016,NA,Percent,Percent Of Adults,18.1,Yes,All,All,All,All,16-34 years,NA,Glasgow City
S12000019,2016,2016,NA,Percent,Percent Of Adults,79.7,No,All,All,All,All,16-64 years,NA,Midlothian
S12000039,2016,2016,NA,Percent,Percent Of Adults,80.6,No,All,All,All,All,16-34 years,NA,West Dunbartonshire
S12000039,2016,2016,NA,Percent,Percent Of Adults,80.6,No,All,All,All,All,16-34 years,NA,West Dunbartonshire
S12000047,2016,2016,NA,Percent,Percent Of Adults,75.3,No,All,All,All,All,16-34 years,NA,Fife
S12000042,2016,2016,NA,Percent,Percent Of Adults,81.6,No,All,All,All,All,16-34 years,NA,Dundee City
S12000042,2016,2016,NA,Percent,Percent Of Adults,81.6,No,All,All,All,All,16-34 years,NA,Dundee City
S12000033,2016,2016,NA,Percent,Percent Of Adults,87.2,No,All,All,All,All,65 years and over,NA,Aberdeen City
S12000006,2016,2016,NA,Percent,Percent Of Adults,70.5,No,All,All,All,All,16-64 years,NA,Dumfries and Galloway
S12000045,2016,2016,NA,Percent,Percent Of Adults,90.5,No,All,All,All,All,65 years and over,NA,East Dunbartonshire
S12000045,2016,2016,NA,Percent,Percent Of Adults,90.5,No,All,All,All,All,65 years and over,NA,East Dunbartonshire
S12000035,2016,2016,NA,Percent,Percent Of Adults,91.1,No,All,All,All,All,65 years and over,NA,Argyll and Bute
S12000005,2016,2016,NA,Percent,Percent Of Adults,76.1,No,All,All,All,All,16-64 years,NA,Clackmannanshire
S12000045,2016,2016,NA,Percent,Percent Of Adults,91.8,No,All,All,All,All,16-34 years,NA,East Dunbartonshire
S12000045,2016,2016,NA,Percent,Percent Of Adults,91.8,No,All,All,All,All,16-34 years,NA,East Dunbartonshire
S12000040,2016,2016,NA,Percent,Percent Of Adults,79.4,No,All,All,All,All,16-34 years,NA,West Lothian
S12000048,2016,2016,NA,Percent,Percent Of Adults,75.4,No,All,All,All,All,16-34 years,NA,Perth and Kinross
S12000026,2016,2016,NA,Percent,Percent Of Adults,84.1,No,All,All,All,All,16-34 years,NA,Scottish Borders
S12000021,2016,2016,NA,Percent,Percent Of Adults,64.4,No,All,All,All,All,16-34 years,NA,North Ayrshire
S12000010,2016,2016,NA,Percent,Percent Of Adults,71.2,No,All,All,All,All,16-34 years,NA,East Lothian
S12000014,2016,2016,NA,Percent,Percent Of Adults,77.4,No,All,All,All,All,16-34 years,NA,Falkirk
S12000027,2016,2016,NA,Percent,Percent Of Adults,69.2,No,All,All,All,All,16-34 years,NA,Shetland Islands
S12000033,2016,2016,NA,Percent,Percent Of Adults,81.8,No,All,All,All,All,16-34 years,NA,Aberdeen City
S12000035,2016,2016,NA,Percent,Percent Of Adults,74.9,No,All,All,All,All,16-34 years,NA,Argyll and Bute
S12000029,2016,2016,NA,Percent,Percent Of Adults,73.8,No,All,All,All,All,16-34 years,NA,South Lanarkshire
S12000029,2016,2016,NA,Percent,Percent Of Adults,73.8,No,All,All,All,All,16-34 years,NA,South Lanarkshire
S12000006,2016,2016,NA,Percent,Percent Of Adults,62.9,No,All,All,All,All,16-34 years,NA,Dumfries and Galloway
S12000045,2016,2016,NA,Percent,Percent Of Adults,82.1,No,All,All,All,All,16-64 years,NA,East Dunbartonshire
S12000045,2016,2016,NA,Percent,Percent Of Adults,82.1,No,All,All,All,All,16-64 years,NA,East Dunbartonshire
S12000013,2016,2016,NA,Percent,Percent Of Adults,74,No,All,All,All,All,16-64 years,NA,Na h-Eileanan Siar
S12000034,2016,2016,NA,Percent,Percent Of Adults,82.2,No,All,All,All,All,16-34 years,NA,Aberdeenshire
S12000038,2016,2016,NA,Percent,Percent Of Adults,78.6,No,All,All,All,All,16-34 years,NA,Renfrewshire
S12000038,2016,2016,NA,Percent,Percent Of Adults,78.6,No,All,All,All,All,16-34 years,NA,Renfrewshire
S12000041,2016,2016,NA,Percent,Percent Of Adults,82.6,No,All,All,All,All,16-34 years,NA,Angus
S12000041,2016,2016,NA,Percent,Percent Of Adults,82.6,No,All,All,All,All,16-34 years,NA,Angus
S12000036,2016,2016,NA,Percent,Percent Of Adults,79.8,No,All,All,All,All,16-34 years,NA,City of Edinburgh
S12000005,2016,2016,NA,Percent,Percent Of Adults,68.7,No,All,All,All,All,16-34 years,NA,Clackmannanshire
S12000011,2016,2016,NA,Percent,Percent Of Adults,89.8,No,All,All,All,All,16-34 years,NA,East Renfrewshire
S12000011,2016,2016,NA,Percent,Percent Of Adults,89.8,No,All,All,All,All,16-34 years,NA,East Renfrewshire
S12000006,2016,2016,NA,Percent,Percent Of Adults,74.2,No,All,All,All,All,35-64 years,NA,Dumfries and Galloway
S12000035,2016,2016,NA,Percent,Percent Of Adults,80.8,No,All,All,All,All,35-64 years,NA,Argyll and Bute
S12000041,2016,2016,NA,Percent,Percent Of Adults,80.8,No,All,All,All,All,35-64 years,NA,Angus
S12000041,2016,2016,NA,Percent,Percent Of Adults,80.8,No,All,All,All,All,35-64 years,NA,Angus
S12000048,2016,2016,NA,Percent,Percent Of Adults,80.6,No,All,All,All,All,35-64 years,NA,Perth and Kinross
S12000019,2016,2016,NA,Percent,Percent Of Adults,74.4,No,All,All,All,All,35-64 years,NA,Midlothian
S12000013,2016,2016,NA,Percent,Percent Of Adults,73.9,No,All,All,All,All,35-64 years,NA,Na h-Eileanan Siar
S12000018,2016,2016,NA,Percent,Percent Of Adults,75.8,No,All,All,All,All,35-64 years,NA,Inverclyde
S12000018,2016,2016,NA,Percent,Percent Of Adults,75.8,No,All,All,All,All,35-64 years,NA,Inverclyde
S12000020,2016,2016,NA,Percent,Percent Of Adults,77.9,No,All,All,All,All,35-64 years,NA,Moray
S12000011,2016,2016,NA,Percent,Percent Of Adults,90.6,No,All,All,All,All,All,NA,East Renfrewshire
S12000011,2016,2016,NA,Percent,Percent Of Adults,90.6,No,All,All,All,All,All,NA,East Renfrewshire
S12000033,2016,2016,NA,Percent,Percent Of Adults,80.9,No,All,All,All,All,All,NA,Aberdeen City
S12000027,2016,2016,NA,Percent,Percent Of Adults,80.6,No,All,All,All,All,All,NA,Shetland Islands
S12000042,2016,2016,NA,Percent,Percent Of Adults,74.2,No,All,All,All,All,16-64 years,NA,Dundee City
S12000042,2016,2016,NA,Percent,Percent Of Adults,74.2,No,All,All,All,All,16-64 years,NA,Dundee City
S12000030,2016,2016,NA,Percent,Percent Of Adults,83.1,No,All,All,All,All,16-64 years,NA,Stirling
S12000005,2016,2016,NA,Percent,Percent Of Adults,80,No,All,All,All,All,All,NA,Clackmannanshire
S12000020,2016,2016,NA,Percent,Percent Of Adults,76.7,No,All,All,All,All,All,NA,Moray
S12000021,2016,2016,NA,Percent,Percent Of Adults,72.7,No,All,All,All,All,All,NA,North Ayrshire
S12000047,2016,2016,NA,Percent,Percent Of Adults,79.5,No,All,All,All,All,All,NA,Fife
S12000008,2016,2016,NA,Percent,Percent Of Adults,77.9,No,All,All,All,All,All,NA,East Ayrshire
S12000038,2016,2016,NA,Percent,Percent Of Adults,77,No,All,All,All,All,16-64 years,NA,Renfrewshire
S12000038,2016,2016,NA,Percent,Percent Of Adults,77,No,All,All,All,All,16-64 years,NA,Renfrewshire
S12000010,2016,2016,NA,Percent,Percent Of Adults,79.7,No,All,All,All,All,All,NA,East Lothian
S12000010,2016,2016,NA,Percent,Percent Of Adults,76,No,All,All,All,All,16-64 years,NA,East Lothian
S12000018,2016,2016,NA,Percent,Percent Of Adults,77.3,No,All,All,All,All,16-64 years,NA,Inverclyde
S12000018,2016,2016,NA,Percent,Percent Of Adults,77.3,No,All,All,All,All,16-64 years,NA,Inverclyde
S12000041,2016,2016,NA,Percent,Percent Of Adults,81.4,No,All,All,All,All,16-64 years,NA,Angus
S12000041,2016,2016,NA,Percent,Percent Of Adults,81.4,No,All,All,All,All,16-64 years,NA,Angus
S12000033,2016,2016,NA,Percent,Percent Of Adults,79.6,No,All,All,All,All,16-64 years,NA,Aberdeen City
S12000040,2016,2016,NA,Percent,Percent Of Adults,78.4,No,All,All,All,All,16-64 years,NA,West Lothian
S12000017,2016,2016,NA,Percent,Percent Of Adults,81.7,No,All,All,All,All,16-64 years,NA,Highland
S12000034,2016,2016,NA,Percent,Percent Of Adults,79.4,No,All,All,All,All,16-64 years,NA,Aberdeenshire
S12000026,2016,2016,NA,Percent,Percent Of Adults,81.5,No,All,All,All,All,16-64 years,NA,Scottish Borders
S12000035,2016,2016,NA,Percent,Percent Of Adults,78.9,No,All,All,All,All,16-64 years,NA,Argyll and Bute
S12000014,2016,2016,NA,Percent,Percent Of Adults,80.1,No,All,All,All,All,16-64 years,NA,Falkirk
S12000029,2016,2016,NA,Percent,Percent Of Adults,77.6,No,All,All,All,All,16-64 years,NA,South Lanarkshire
S12000029,2016,2016,NA,Percent,Percent Of Adults,77.6,No,All,All,All,All,16-64 years,NA,South Lanarkshire
S12000049,2016,2016,NA,Percent,Percent Of Adults,80.4,No,All,All,All,All,65 years and over,NA,Glasgow City
S12000050,2016,2016,NA,Percent,Percent Of Adults,77.6,No,All,All,All,All,All,NA,North Lanarkshire
S12000020,2016,2016,NA,Percent,Percent Of Adults,72.7,No,All,All,All,All,16-64 years,NA,Moray
S12000036,2016,2016,NA,Percent,Percent Of Adults,92.6,No,All,All,All,All,65 years and over,NA,City of Edinburgh
S12000047,2016,2016,NA,Percent,Percent Of Adults,77.3,No,All,All,All,All,35-64 years,NA,Fife
S12000028,2016,2016,NA,Percent,Percent Of Adults,71.3,No,All,All,All,All,16-34 years,NA,South Ayrshire
S12000033,2016,2016,NA,Percent,Percent Of Adults,77.5,No,All,All,All,All,35-64 years,NA,Aberdeen City
S12000038,2016,2016,NA,Percent,Percent Of Adults,76.1,No,All,All,All,All,35-64 years,NA,Renfrewshire
S12000038,2016,2016,NA,Percent,Percent Of Adults,76.1,No,All,All,All,All,35-64 years,NA,Renfrewshire
S12000027,2016,2016,NA,Percent,Percent Of Adults,80.6,No,All,All,All,All,35-64 years,NA,Shetland Islands
S12000048,2016,2016,NA,Percent,Percent Of Adults,91.3,No,All,All,All,All,65 years and over,NA,Perth and Kinross
S12000045,2016,2016,NA,Percent,Percent Of Adults,77.5,No,All,All,All,All,35-64 years,NA,East Dunbartonshire
S12000045,2016,2016,NA,Percent,Percent Of Adults,77.5,No,All,All,All,All,35-64 years,NA,East Dunbartonshire
S12000038,2016,2016,NA,Percent,Percent Of Adults,21.4,Yes,All,All,All,All,16-34 years,NA,Renfrewshire
S12000038,2016,2016,NA,Percent,Percent Of Adults,21.4,Yes,All,All,All,All,16-34 years,NA,Renfrewshire
S12000035,2016,2016,NA,Percent,Percent Of Adults,22.4,Yes,All,All,All,All,16-34 years,NA,Argyll and Bute
