feature_code,date_code,measurement,units,value,sex,age,simd_quintiles,urban_rural_classification
S08000030,2013-2015,95% Upper Confidence Limit,Years,78.16,Male,0 years,All,All
S08000031,2013-2015,Count,Years,75.29,Male,0 years,All,All
S08000031,2013-2015,95% Upper Confidence Limit,Years,75.5,Male,0 years,All,All
S08000031,2013-2015,Count,Years,80.11,Female,0 years,All,All
S08000031,2013-2015,95% Lower Confidence Limit,Years,75.09,Male,0 years,All,All
S08000031,2013-2015,95% Upper Confidence Limit,Years,80.3,Female,0 years,All,All
S08000031,2013-2015,95% Lower Confidence Limit,Years,79.92,Female,0 years,All,All
S08000032,2013-2015,95% Upper Confidence Limit,Years,80.43,Female,0 years,All,All
S08000032,2013-2015,95% Lower Confidence Limit,Years,79.95,Female,0 years,All,All
S08000032,2013-2015,Count,Years,80.19,Female,0 years,All,All
S08000032,2013-2015,95% Lower Confidence Limit,Years,75.87,Male,0 years,All,All
S08000032,2013-2015,Count,Years,76.14,Male,0 years,All,All
S08000032,2013-2015,95% Upper Confidence Limit,Years,76.41,Male,0 years,All,All
S12000049,2013-2015,95% Upper Confidence Limit,Years,73.65,Male,0 years,All,All
S12000049,2013-2015,95% Lower Confidence Limit,Years,73.07,Male,0 years,All,All
S12000049,2013-2015,95% Lower Confidence Limit,Years,78.57,Female,0 years,All,All
S12000049,2013-2015,95% Upper Confidence Limit,Years,79.12,Female,0 years,All,All
S12000049,2013-2015,Count,Years,73.36,Male,0 years,All,All
S12000049,2013-2015,Count,Years,78.85,Female,0 years,All,All
S12000050,2013-2015,95% Upper Confidence Limit,Years,79.92,Female,0 years,All,All
S12000050,2013-2015,95% Lower Confidence Limit,Years,79.24,Female,0 years,All,All
S12000050,2013-2015,95% Upper Confidence Limit,Years,75.72,Male,0 years,All,All
S12000050,2013-2015,Count,Years,79.58,Female,0 years,All,All
S12000050,2013-2015,95% Lower Confidence Limit,Years,74.97,Male,0 years,All,All
S12000050,2013-2015,Count,Years,75.34,Male,0 years,All,All
S12000039,2014-2016,95% Lower Confidence Limit,Years,73.97,Male,0 years,All,All
S12000039,2014-2016,Count,Years,74.73,Male,0 years,All,All
S12000039,2014-2016,95% Upper Confidence Limit,Years,75.49,Male,0 years,All,All
S12000039,2014-2016,95% Upper Confidence Limit,Years,79.55,Female,0 years,All,All
S12000039,2014-2016,Count,Years,78.85,Female,0 years,All,All
S12000039,2014-2016,95% Lower Confidence Limit,Years,78.15,Female,0 years,All,All
S12000040,2014-2016,95% Upper Confidence Limit,Years,78.8,Male,0 years,All,All
S12000040,2014-2016,Count,Years,78.28,Male,0 years,All,All
S12000040,2014-2016,95% Lower Confidence Limit,Years,77.76,Male,0 years,All,All
S12000040,2014-2016,Count,Years,80.78,Female,0 years,All,All
S12000040,2014-2016,95% Lower Confidence Limit,Years,80.29,Female,0 years,All,All
S12000040,2014-2016,95% Upper Confidence Limit,Years,81.27,Female,0 years,All,All
S92000003,2014-2016,Count,Years,71.35,Male,0 years,1 - most deprived,All
S92000003,2014-2016,95% Upper Confidence Limit,Years,79.9,Male,0 years,4,All
S92000003,2014-2016,Count,Years,79.7,Male,0 years,4,All
S92000003,2014-2016,95% Lower Confidence Limit,Years,79.5,Male,0 years,4,All
S92000003,2014-2016,95% Upper Confidence Limit,Years,71.57,Male,0 years,1 - most deprived,All
S92000003,2014-2016,95% Lower Confidence Limit,Years,71.12,Male,0 years,1 - most deprived,All
S92000003,2014-2016,95% Upper Confidence Limit,Years,77.18,Male,0 years,All,All
S92000003,2014-2016,Count,Years,77.09,Male,0 years,All,All
S92000003,2014-2016,95% Lower Confidence Limit,Years,76.99,Male,0 years,All,All
S92000003,2014-2016,95% Lower Confidence Limit,Years,81.05,Female,0 years,All,All
S92000003,2014-2016,95% Upper Confidence Limit,Years,81.23,Female,0 years,All,All
S92000003,2014-2016,Count,Years,81.14,Female,0 years,All,All
S92000003,2014-2016,Count,Years,81.87,Male,0 years,5 - least deprived,All
S92000003,2014-2016,95% Lower Confidence Limit,Years,81.67,Male,0 years,5 - least deprived,All
S92000003,2014-2016,95% Upper Confidence Limit,Years,82.06,Male,0 years,5 - least deprived,All
S92000003,2014-2016,95% Lower Confidence Limit,Years,75.15,Male,0 years,2,All
S92000003,2014-2016,95% Upper Confidence Limit,Years,75.57,Male,0 years,2,All
S92000003,2014-2016,Count,Years,75.36,Male,0 years,2,All
S92000003,2014-2016,95% Lower Confidence Limit,Years,81.42,Female,0 years,3,All
S92000003,2014-2016,Count,Years,81.6,Female,0 years,3,All
S92000003,2014-2016,95% Upper Confidence Limit,Years,81.79,Female,0 years,3,All
S92000003,2014-2016,Count,Years,77,Female,0 years,1 - most deprived,All
S92000003,2014-2016,95% Lower Confidence Limit,Years,76.79,Female,0 years,1 - most deprived,All
S92000003,2014-2016,95% Upper Confidence Limit,Years,77.21,Female,0 years,1 - most deprived,All
S92000003,2014-2016,Count,Years,82.97,Female,0 years,4,All
S92000003,2014-2016,95% Upper Confidence Limit,Years,83.16,Female,0 years,4,All
S92000003,2014-2016,95% Lower Confidence Limit,Years,82.79,Female,0 years,4,All
S92000003,2014-2016,95% Upper Confidence Limit,Years,77.89,Male,0 years,3,All
S92000003,2014-2016,95% Lower Confidence Limit,Years,77.48,Male,0 years,3,All
S92000003,2014-2016,Count,Years,77.69,Male,0 years,3,All
S92000003,2014-2016,95% Lower Confidence Limit,Years,84.51,Female,0 years,5 - least deprived,All
S92000003,2014-2016,Count,Years,79.74,Female,0 years,2,All
S92000003,2014-2016,95% Upper Confidence Limit,Years,79.95,Female,0 years,2,All
S92000003,2014-2016,95% Lower Confidence Limit,Years,79.54,Female,0 years,2,All
S92000003,2014-2016,Count,Years,84.69,Female,0 years,5 - least deprived,All
S92000003,2014-2016,95% Upper Confidence Limit,Years,84.87,Female,0 years,5 - least deprived,All
S12000005,2014-2016,95% Lower Confidence Limit,Years,75.71,Male,0 years,All,All
S12000005,2014-2016,95% Upper Confidence Limit,Years,77.74,Male,0 years,All,All
S12000005,2014-2016,Count,Years,76.72,Male,0 years,All,All
S12000005,2014-2016,95% Upper Confidence Limit,Years,81.48,Female,0 years,All,All
S12000005,2014-2016,Count,Years,80.59,Female,0 years,All,All
S12000005,2014-2016,95% Lower Confidence Limit,Years,79.7,Female,0 years,All,All
S12000006,2014-2016,Count,Years,81.82,Female,0 years,All,All
S12000006,2014-2016,95% Lower Confidence Limit,Years,81.29,Female,0 years,All,All
S12000006,2014-2016,95% Upper Confidence Limit,Years,82.34,Female,0 years,All,All
S12000006,2014-2016,95% Upper Confidence Limit,Years,78.43,Male,0 years,All,All
S12000006,2014-2016,95% Lower Confidence Limit,Years,77.25,Male,0 years,All,All
S12000006,2014-2016,Count,Years,77.84,Male,0 years,All,All
S12000008,2014-2016,Count,Years,79.84,Female,0 years,All,All
S12000008,2014-2016,95% Lower Confidence Limit,Years,79.3,Female,0 years,All,All
S12000008,2014-2016,95% Upper Confidence Limit,Years,80.37,Female,0 years,All,All
S12000008,2014-2016,95% Upper Confidence Limit,Years,77.1,Male,0 years,All,All
S12000008,2014-2016,Count,Years,76.47,Male,0 years,All,All
S12000008,2014-2016,95% Lower Confidence Limit,Years,75.84,Male,0 years,All,All
S12000010,2014-2016,95% Upper Confidence Limit,Years,83.28,Female,0 years,All,All
S12000010,2014-2016,Count,Years,82.69,Female,0 years,All,All
S12000010,2014-2016,95% Lower Confidence Limit,Years,82.1,Female,0 years,All,All
S12000010,2014-2016,Count,Years,78.26,Male,0 years,All,All
S12000010,2014-2016,95% Upper Confidence Limit,Years,78.97,Male,0 years,All,All
S12000010,2014-2016,95% Lower Confidence Limit,Years,77.55,Male,0 years,All,All
S12000011,2014-2016,95% Upper Confidence Limit,Years,80.8,Male,0 years,All,All
S12000011,2014-2016,Count,Years,80.12,Male,0 years,All,All
S12000011,2014-2016,95% Lower Confidence Limit,Years,79.44,Male,0 years,All,All
S12000011,2014-2016,95% Upper Confidence Limit,Years,84.18,Female,0 years,All,All
S12000011,2014-2016,Count,Years,83.54,Female,0 years,All,All
S12000011,2014-2016,95% Lower Confidence Limit,Years,82.9,Female,0 years,All,All
S12000013,2014-2016,Count,Years,76.64,Male,0 years,All,All
S12000013,2014-2016,95% Upper Confidence Limit,Years,77.97,Male,0 years,All,All
S12000013,2014-2016,95% Lower Confidence Limit,Years,75.3,Male,0 years,All,All
S12000013,2014-2016,Count,Years,82.69,Female,0 years,All,All
S12000013,2014-2016,95% Lower Confidence Limit,Years,81.52,Female,0 years,All,All
S12000013,2014-2016,95% Upper Confidence Limit,Years,83.87,Female,0 years,All,All
S12000014,2014-2016,Count,Years,80.61,Female,0 years,All,All
S12000014,2014-2016,95% Lower Confidence Limit,Years,80.1,Female,0 years,All,All
S12000014,2014-2016,95% Upper Confidence Limit,Years,81.13,Female,0 years,All,All
S12000014,2014-2016,95% Upper Confidence Limit,Years,77.81,Male,0 years,All,All
S12000014,2014-2016,Count,Years,77.25,Male,0 years,All,All
S12000014,2014-2016,95% Lower Confidence Limit,Years,76.7,Male,0 years,All,All
S12000017,2014-2016,95% Lower Confidence Limit,Years,82.46,Female,0 years,All,All
S12000017,2014-2016,Count,Years,82.87,Female,0 years,All,All
S12000017,2014-2016,95% Upper Confidence Limit,Years,83.28,Female,0 years,All,All
S12000017,2014-2016,95% Upper Confidence Limit,Years,78.4,Male,0 years,All,All
S12000017,2014-2016,95% Lower Confidence Limit,Years,77.48,Male,0 years,All,All
S12000017,2014-2016,Count,Years,77.94,Male,0 years,All,All
S12000018,2014-2016,Count,Years,75.64,Male,0 years,All,All
S12000018,2014-2016,95% Upper Confidence Limit,Years,76.41,Male,0 years,All,All
S12000018,2014-2016,95% Lower Confidence Limit,Years,74.87,Male,0 years,All,All
S12000018,2014-2016,95% Upper Confidence Limit,Years,80.79,Female,0 years,All,All
S12000018,2014-2016,95% Lower Confidence Limit,Years,79.38,Female,0 years,All,All
S12000018,2014-2016,Count,Years,80.08,Female,0 years,All,All
S12000019,2014-2016,95% Upper Confidence Limit,Years,78.57,Male,0 years,All,All
S12000019,2014-2016,95% Lower Confidence Limit,Years,77.16,Male,0 years,All,All
S12000019,2014-2016,Count,Years,77.86,Male,0 years,All,All
S12000019,2014-2016,95% Upper Confidence Limit,Years,82.08,Female,0 years,All,All
S12000019,2014-2016,95% Lower Confidence Limit,Years,80.76,Female,0 years,All,All
S12000019,2014-2016,Count,Years,81.42,Female,0 years,All,All
S12000020,2014-2016,95% Upper Confidence Limit,Years,82.79,Female,0 years,All,All
S12000020,2014-2016,95% Lower Confidence Limit,Years,81.5,Female,0 years,All,All
S12000020,2014-2016,Count,Years,82.15,Female,0 years,All,All
S12000020,2014-2016,95% Upper Confidence Limit,Years,79.36,Male,0 years,All,All
S12000020,2014-2016,95% Lower Confidence Limit,Years,77.98,Male,0 years,All,All
S12000020,2014-2016,Count,Years,78.67,Male,0 years,All,All
S12000021,2014-2016,95% Upper Confidence Limit,Years,76.55,Male,0 years,All,All
S12000021,2014-2016,Count,Years,75.92,Male,0 years,All,All
S12000021,2014-2016,95% Lower Confidence Limit,Years,75.3,Male,0 years,All,All
S12000021,2014-2016,Count,Years,80.52,Female,0 years,All,All
S12000021,2014-2016,95% Upper Confidence Limit,Years,81.07,Female,0 years,All,All
S12000021,2014-2016,95% Lower Confidence Limit,Years,79.97,Female,0 years,All,All
S12000023,2014-2016,95% Upper Confidence Limit,Years,84.16,Female,0 years,All,All
S12000023,2014-2016,95% Upper Confidence Limit,Years,81.79,Male,0 years,All,All
S12000023,2014-2016,95% Lower Confidence Limit,Years,78.91,Male,0 years,All,All
S12000023,2014-2016,Count,Years,80.35,Male,0 years,All,All
S12000023,2014-2016,95% Lower Confidence Limit,Years,81.24,Female,0 years,All,All
S12000023,2014-2016,Count,Years,82.7,Female,0 years,All,All
S12000026,2014-2016,Count,Years,78.64,Male,0 years,All,All
S12000026,2014-2016,95% Upper Confidence Limit,Years,79.27,Male,0 years,All,All
S12000026,2014-2016,95% Lower Confidence Limit,Years,78.02,Male,0 years,All,All
S12000026,2014-2016,Count,Years,82.6,Female,0 years,All,All
S12000026,2014-2016,95% Upper Confidence Limit,Years,83.15,Female,0 years,All,All
S12000026,2014-2016,95% Lower Confidence Limit,Years,82.05,Female,0 years,All,All
S12000027,2014-2016,95% Lower Confidence Limit,Years,76.28,Male,0 years,All,All
S12000027,2014-2016,95% Upper Confidence Limit,Years,78.92,Male,0 years,All,All
S12000027,2014-2016,Count,Years,77.6,Male,0 years,All,All
S12000027,2014-2016,Count,Years,82.03,Female,0 years,All,All
S12000027,2014-2016,95% Upper Confidence Limit,Years,83.27,Female,0 years,All,All
S12000027,2014-2016,95% Lower Confidence Limit,Years,80.79,Female,0 years,All,All
S12000028,2014-2016,Count,Years,77.54,Male,0 years,All,All
S12000028,2014-2016,95% Upper Confidence Limit,Years,78.22,Male,0 years,All,All
S12000028,2014-2016,95% Lower Confidence Limit,Years,76.86,Male,0 years,All,All
S12000028,2014-2016,95% Upper Confidence Limit,Years,81.4,Female,0 years,All,All
S12000028,2014-2016,95% Lower Confidence Limit,Years,80.13,Female,0 years,All,All
S12000028,2014-2016,Count,Years,80.76,Female,0 years,All,All
S12000029,2014-2016,95% Upper Confidence Limit,Years,81.02,Female,0 years,All,All
S12000029,2014-2016,95% Lower Confidence Limit,Years,80.33,Female,0 years,All,All
S12000029,2014-2016,Count,Years,80.67,Female,0 years,All,All
S12000029,2014-2016,95% Upper Confidence Limit,Years,77.19,Male,0 years,All,All
S12000029,2014-2016,Count,Years,76.81,Male,0 years,All,All
S12000029,2014-2016,95% Lower Confidence Limit,Years,76.42,Male,0 years,All,All
S12000030,2014-2016,95% Lower Confidence Limit,Years,81.67,Female,0 years,All,All
S12000030,2014-2016,Count,Years,82.25,Female,0 years,All,All
S12000030,2014-2016,95% Upper Confidence Limit,Years,82.84,Female,0 years,All,All
S12000030,2014-2016,95% Upper Confidence Limit,Years,79.32,Male,0 years,All,All
S12000030,2014-2016,Count,Years,78.65,Male,0 years,All,All
S12000030,2014-2016,95% Lower Confidence Limit,Years,77.99,Male,0 years,All,All
S12000033,2014-2016,Count,Years,80.84,Female,0 years,All,All
S12000033,2014-2016,Count,Years,76.4,Male,0 years,All,All
S12000033,2014-2016,95% Lower Confidence Limit,Years,80.4,Female,0 years,All,All
S12000033,2014-2016,95% Upper Confidence Limit,Years,81.28,Female,0 years,All,All
S12000033,2014-2016,95% Upper Confidence Limit,Years,76.88,Male,0 years,All,All
S12000033,2014-2016,95% Lower Confidence Limit,Years,75.93,Male,0 years,All,All
S12000034,2014-2016,95% Lower Confidence Limit,Years,82.07,Female,0 years,All,All
S12000034,2014-2016,95% Upper Confidence Limit,Years,82.83,Female,0 years,All,All
S12000034,2014-2016,Count,Years,82.45,Female,0 years,All,All
S12000034,2014-2016,95% Lower Confidence Limit,Years,78.84,Male,0 years,All,All
S12000034,2014-2016,Count,Years,79.24,Male,0 years,All,All
S12000034,2014-2016,95% Upper Confidence Limit,Years,79.65,Male,0 years,All,All
S12000035,2014-2016,95% Upper Confidence Limit,Years,83.06,Female,0 years,All,All
S12000035,2014-2016,Count,Years,82.45,Female,0 years,All,All
S12000035,2014-2016,95% Lower Confidence Limit,Years,81.84,Female,0 years,All,All
S12000035,2014-2016,95% Lower Confidence Limit,Years,76.63,Male,0 years,All,All
S12000035,2014-2016,95% Upper Confidence Limit,Years,78.11,Male,0 years,All,All
S12000035,2014-2016,Count,Years,77.37,Male,0 years,All,All
S12000036,2014-2016,95% Lower Confidence Limit,Years,77.66,Male,0 years,All,All
S12000036,2014-2016,Count,Years,77.99,Male,0 years,All,All
S12000036,2014-2016,95% Upper Confidence Limit,Years,78.31,Male,0 years,All,All
S12000036,2014-2016,95% Lower Confidence Limit,Years,81.95,Female,0 years,All,All
S12000036,2014-2016,95% Upper Confidence Limit,Years,82.54,Female,0 years,All,All
S12000036,2014-2016,Count,Years,82.24,Female,0 years,All,All
S12000038,2014-2016,95% Lower Confidence Limit,Years,75.9,Male,0 years,All,All
S12000038,2014-2016,Count,Years,76.4,Male,0 years,All,All
S12000038,2014-2016,95% Upper Confidence Limit,Years,76.89,Male,0 years,All,All
S12000038,2014-2016,95% Upper Confidence Limit,Years,80.66,Female,0 years,All,All
S12000038,2014-2016,95% Lower Confidence Limit,Years,79.69,Female,0 years,All,All
S12000038,2014-2016,Count,Years,80.17,Female,0 years,All,All
S12000041,2014-2016,Count,Years,78.51,Male,0 years,All,All
S12000041,2014-2016,95% Upper Confidence Limit,Years,79.12,Male,0 years,All,All
S12000041,2014-2016,95% Lower Confidence Limit,Years,77.91,Male,0 years,All,All
S12000041,2014-2016,95% Upper Confidence Limit,Years,82.4,Female,0 years,All,All
S12000041,2014-2016,95% Lower Confidence Limit,Years,81.17,Female,0 years,All,All
S12000041,2014-2016,Count,Years,81.78,Female,0 years,All,All
S12000042,2014-2016,95% Lower Confidence Limit,Years,73.86,Male,0 years,All,All
S12000042,2014-2016,Count,Years,74.5,Male,0 years,All,All
S12000042,2014-2016,95% Upper Confidence Limit,Years,75.13,Male,0 years,All,All
S12000042,2014-2016,95% Upper Confidence Limit,Years,80.22,Female,0 years,All,All
S12000042,2014-2016,95% Lower Confidence Limit,Years,79.03,Female,0 years,All,All
S12000042,2014-2016,Count,Years,79.63,Female,0 years,All,All
S12000045,2014-2016,95% Upper Confidence Limit,Years,84.06,Female,0 years,All,All
S12000045,2014-2016,95% Lower Confidence Limit,Years,82.9,Female,0 years,All,All
S12000045,2014-2016,Count,Years,83.48,Female,0 years,All,All
S12000045,2014-2016,95% Lower Confidence Limit,Years,79.42,Male,0 years,All,All
S12000045,2014-2016,95% Upper Confidence Limit,Years,80.75,Male,0 years,All,All
S12000045,2014-2016,Count,Years,80.08,Male,0 years,All,All
S08000015,2014-2016,Count,Years,76.62,Male,0 years,All,All
S08000015,2014-2016,95% Upper Confidence Limit,Years,76.99,Male,0 years,All,All
S08000015,2014-2016,95% Lower Confidence Limit,Years,76.24,Male,0 years,All,All
S08000015,2014-2016,95% Upper Confidence Limit,Years,80.74,Female,0 years,All,All
S08000015,2014-2016,95% Lower Confidence Limit,Years,80.08,Female,0 years,All,All
S08000015,2014-2016,Count,Years,80.41,Female,0 years,All,All
S08000016,2014-2016,95% Upper Confidence Limit,Years,79.27,Male,0 years,All,All
S08000016,2014-2016,95% Lower Confidence Limit,Years,78.02,Male,0 years,All,All
S08000016,2014-2016,Count,Years,78.64,Male,0 years,All,All
S08000016,2014-2016,Count,Years,82.6,Female,0 years,All,All
S08000016,2014-2016,95% Upper Confidence Limit,Years,83.15,Female,0 years,All,All
S08000016,2014-2016,95% Lower Confidence Limit,Years,82.05,Female,0 years,All,All
S08000017,2014-2016,Count,Years,77.84,Male,0 years,All,All
S08000017,2014-2016,95% Lower Confidence Limit,Years,77.25,Male,0 years,All,All
S08000017,2014-2016,95% Upper Confidence Limit,Years,78.43,Male,0 years,All,All
S08000017,2014-2016,Count,Years,81.82,Female,0 years,All,All
S08000017,2014-2016,95% Lower Confidence Limit,Years,81.29,Female,0 years,All,All
S08000017,2014-2016,95% Upper Confidence Limit,Years,82.34,Female,0 years,All,All
S08000019,2014-2016,Count,Years,77.57,Male,0 years,All,All
S08000019,2014-2016,95% Lower Confidence Limit,Years,77.17,Male,0 years,All,All
S08000019,2014-2016,95% Upper Confidence Limit,Years,77.96,Male,0 years,All,All
S08000019,2014-2016,95% Lower Confidence Limit,Years,80.73,Female,0 years,All,All
S08000019,2014-2016,Count,Years,81.09,Female,0 years,All,All
S08000019,2014-2016,95% Upper Confidence Limit,Years,81.45,Female,0 years,All,All
S08000020,2014-2016,95% Lower Confidence Limit,Years,77.81,Male,0 years,All,All
S08000020,2014-2016,95% Upper Confidence Limit,Years,78.38,Male,0 years,All,All
S08000020,2014-2016,Count,Years,78.09,Male,0 years,All,All
S08000020,2014-2016,95% Upper Confidence Limit,Years,82.1,Female,0 years,All,All
S08000020,2014-2016,Count,Years,81.84,Female,0 years,All,All
S08000020,2014-2016,95% Lower Confidence Limit,Years,81.58,Female,0 years,All,All
S08000022,2014-2016,Count,Years,82.73,Female,0 years,All,All
S08000022,2014-2016,95% Upper Confidence Limit,Years,83.07,Female,0 years,All,All
S08000022,2014-2016,95% Lower Confidence Limit,Years,82.39,Female,0 years,All,All
S08000022,2014-2016,Count,Years,77.76,Male,0 years,All,All
S08000022,2014-2016,95% Lower Confidence Limit,Years,77.37,Male,0 years,All,All
S08000022,2014-2016,95% Upper Confidence Limit,Years,78.15,Male,0 years,All,All
S08000024,2014-2016,95% Lower Confidence Limit,Years,77.87,Male,0 years,All,All
S08000024,2014-2016,95% Upper Confidence Limit,Years,78.34,Male,0 years,All,All
S08000024,2014-2016,Count,Years,78.1,Male,0 years,All,All
S08000024,2014-2016,95% Upper Confidence Limit,Years,82.17,Female,0 years,All,All
S08000024,2014-2016,95% Lower Confidence Limit,Years,81.73,Female,0 years,All,All
S08000024,2014-2016,Count,Years,81.95,Female,0 years,All,All
S08000025,2014-2016,Count,Years,82.7,Female,0 years,All,All
S08000025,2014-2016,95% Upper Confidence Limit,Years,84.16,Female,0 years,All,All
S08000025,2014-2016,95% Lower Confidence Limit,Years,81.24,Female,0 years,All,All
S08000025,2014-2016,95% Lower Confidence Limit,Years,78.91,Male,0 years,All,All
S08000025,2014-2016,95% Upper Confidence Limit,Years,81.79,Male,0 years,All,All
S08000025,2014-2016,Count,Years,80.35,Male,0 years,All,All
S08000026,2014-2016,Count,Years,82.03,Female,0 years,All,All
S08000026,2014-2016,95% Upper Confidence Limit,Years,83.27,Female,0 years,All,All
S08000026,2014-2016,95% Lower Confidence Limit,Years,80.79,Female,0 years,All,All
S08000026,2014-2016,95% Upper Confidence Limit,Years,78.92,Male,0 years,All,All
S08000026,2014-2016,Count,Years,77.6,Male,0 years,All,All
S08000026,2014-2016,95% Lower Confidence Limit,Years,76.28,Male,0 years,All,All
S08000028,2014-2016,95% Upper Confidence Limit,Years,83.87,Female,0 years,All,All
S08000028,2014-2016,Count,Years,82.69,Female,0 years,All,All
S08000028,2014-2016,95% Lower Confidence Limit,Years,81.52,Female,0 years,All,All
S08000028,2014-2016,Count,Years,76.64,Male,0 years,All,All
S08000028,2014-2016,95% Lower Confidence Limit,Years,75.3,Male,0 years,All,All
S08000028,2014-2016,95% Upper Confidence Limit,Years,77.97,Male,0 years,All,All
S16000074,2014-2016,95% Lower Confidence Limit,Years,79.73,Female,0 years,All,All
S16000074,2014-2016,Count,Years,80.63,Female,0 years,All,All
S16000074,2014-2016,95% Upper Confidence Limit,Years,81.52,Female,0 years,All,All
S16000074,2014-2016,95% Lower Confidence Limit,Years,73.8,Male,0 years,All,All
S16000074,2014-2016,Count,Years,74.7,Male,0 years,All,All
S16000074,2014-2016,95% Upper Confidence Limit,Years,75.6,Male,0 years,All,All
S16000075,2014-2016,95% Upper Confidence Limit,Years,77.23,Male,0 years,All,All
S16000075,2014-2016,Count,Years,76.46,Male,0 years,All,All
S16000075,2014-2016,95% Lower Confidence Limit,Years,75.69,Male,0 years,All,All
S16000075,2014-2016,95% Upper Confidence Limit,Years,80.82,Female,0 years,All,All
S16000075,2014-2016,Count,Years,80.11,Female,0 years,All,All
S16000075,2014-2016,95% Lower Confidence Limit,Years,79.41,Female,0 years,All,All
S16000076,2014-2016,95% Lower Confidence Limit,Years,77.62,Male,0 years,All,All
S16000076,2014-2016,Count,Years,78.4,Male,0 years,All,All
S16000076,2014-2016,95% Lower Confidence Limit,Years,80.88,Female,0 years,All,All
S16000076,2014-2016,95% Upper Confidence Limit,Years,82.27,Female,0 years,All,All
S16000076,2014-2016,Count,Years,81.58,Female,0 years,All,All
S16000076,2014-2016,95% Upper Confidence Limit,Years,79.18,Male,0 years,All,All
S16000077,2014-2016,95% Lower Confidence Limit,Years,79.02,Male,0 years,All,All
S16000077,2014-2016,95% Upper Confidence Limit,Years,80.52,Male,0 years,All,All
S16000077,2014-2016,Count,Years,79.77,Male,0 years,All,All
S16000077,2014-2016,95% Upper Confidence Limit,Years,83.25,Female,0 years,All,All
S16000077,2014-2016,Count,Years,82.55,Female,0 years,All,All
S16000077,2014-2016,95% Lower Confidence Limit,Years,81.86,Female,0 years,All,All
S16000078,2014-2016,95% Upper Confidence Limit,Years,83.74,Female,0 years,All,All
S16000078,2014-2016,95% Lower Confidence Limit,Years,80.34,Male,0 years,All,All
S16000078,2014-2016,Count,Years,81.04,Male,0 years,All,All
S16000078,2014-2016,95% Lower Confidence Limit,Years,82.28,Female,0 years,All,All
S16000078,2014-2016,Count,Years,83.01,Female,0 years,All,All
S16000078,2014-2016,95% Upper Confidence Limit,Years,81.74,Male,0 years,All,All
S16000079,2014-2016,95% Upper Confidence Limit,Years,75.74,Male,0 years,All,All
S16000079,2014-2016,95% Lower Confidence Limit,Years,74.03,Male,0 years,All,All
S16000079,2014-2016,95% Upper Confidence Limit,Years,80.19,Female,0 years,All,All
S16000079,2014-2016,Count,Years,74.89,Male,0 years,All,All
S16000079,2014-2016,95% Lower Confidence Limit,Years,78.66,Female,0 years,All,All
S16000079,2014-2016,Count,Years,79.43,Female,0 years,All,All
S16000080,2014-2016,95% Upper Confidence Limit,Years,78.75,Male,0 years,All,All
S16000080,2014-2016,Count,Years,78.01,Male,0 years,All,All
S16000080,2014-2016,95% Lower Confidence Limit,Years,79.87,Female,0 years,All,All
S16000080,2014-2016,Count,Years,80.57,Female,0 years,All,All
S16000080,2014-2016,95% Upper Confidence Limit,Years,81.26,Female,0 years,All,All
S16000080,2014-2016,95% Lower Confidence Limit,Years,77.27,Male,0 years,All,All
S16000081,2014-2016,95% Lower Confidence Limit,Years,77.07,Male,0 years,All,All
S16000081,2014-2016,Count,Years,81.33,Female,0 years,All,All
S16000081,2014-2016,95% Lower Confidence Limit,Years,80.56,Female,0 years,All,All
S16000081,2014-2016,95% Upper Confidence Limit,Years,82.1,Female,0 years,All,All
S16000081,2014-2016,Count,Years,77.88,Male,0 years,All,All
S16000081,2014-2016,95% Upper Confidence Limit,Years,78.68,Male,0 years,All,All
S16000082,2014-2016,95% Upper Confidence Limit,Years,79.95,Male,0 years,All,All
S16000082,2014-2016,Count,Years,79.21,Male,0 years,All,All
S16000082,2014-2016,95% Lower Confidence Limit,Years,78.47,Male,0 years,All,All
S16000082,2014-2016,Count,Years,81.95,Female,0 years,All,All
S16000082,2014-2016,95% Upper Confidence Limit,Years,82.76,Female,0 years,All,All
S16000082,2014-2016,95% Lower Confidence Limit,Years,81.14,Female,0 years,All,All
S16000083,2014-2016,95% Lower Confidence Limit,Years,76.02,Male,0 years,All,All
S16000083,2014-2016,Count,Years,76.87,Male,0 years,All,All
S16000083,2014-2016,95% Upper Confidence Limit,Years,77.72,Male,0 years,All,All
S16000083,2014-2016,Count,Years,82.11,Female,0 years,All,All
S16000083,2014-2016,95% Lower Confidence Limit,Years,81.36,Female,0 years,All,All
S16000083,2014-2016,95% Upper Confidence Limit,Years,82.86,Female,0 years,All,All
S16000084,2014-2016,95% Lower Confidence Limit,Years,79.46,Female,0 years,All,All
S16000084,2014-2016,Count,Years,80.3,Female,0 years,All,All
S16000084,2014-2016,95% Upper Confidence Limit,Years,81.14,Female,0 years,All,All
S16000084,2014-2016,95% Upper Confidence Limit,Years,78.04,Male,0 years,All,All
S16000084,2014-2016,Count,Years,77.19,Male,0 years,All,All
S16000084,2014-2016,95% Lower Confidence Limit,Years,76.34,Male,0 years,All,All
S16000085,2014-2016,Count,Years,81.3,Female,0 years,All,All
S16000085,2014-2016,95% Upper Confidence Limit,Years,82.02,Female,0 years,All,All
S16000085,2014-2016,95% Lower Confidence Limit,Years,80.58,Female,0 years,All,All
S16000085,2014-2016,Count,Years,76.6,Male,0 years,All,All
