FeatureCode,DateCode,Measurement,Units,Value,Currently Smokes Cigarettes,Type Of Tenure,Household Type,Gender,Limiting Long-term Physical or Mental Health Condition,Age
S12000008,2013,Percent,Percent Of Adults,80.5,No,All,Pensioners,All,All,All
S12000023,2015,Percent,Percent Of Adults,73,No,All,Adults,All,All,All
S12000023,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,61.1,No,All,Adults,All,All,All
S12000023,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,63.9,No,All,Adults,All,All,All
S12000033,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,81.7,No,All,All,All,All,All
S12000006,2015,Percent,Percent Of Adults,71.3,No,All,Adults,All,All,All
S08000015,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,81.6,No,All,Adults,All,All,All
S13002743,2014-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,82.9,No,All,All,All,All,All
S12000047,2012,"95% Lower Confidence Limit, Percent",Percent Of Adults,81.6,No,All,Pensioners,All,All,All
S08000028,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,93.9,No,All,Pensioners,All,All,All
S12000011,2016,Percent,Percent Of Adults,90.7,No,All,Adults,All,All,All
S12000030,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,91.4,No,All,All,All,All,All
S13002734,2012-2015,Percent,Percent Of Adults,84.4,No,All,All,All,All,All
S14000018,2012-2013,Percent,Percent Of Adults,91.9,No,All,All,All,All,All
S13002500,2014-2017,Percent,Percent Of Adults,88.5,No,All,All,All,All,All
S12000033,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,81.4,No,All,All,All,All,All
S92000003,2012,"95% Lower Confidence Limit, Percent",Percent Of Adults,71.1,No,All,Adults,All,All,All
S13002679,2012-2015,Percent,Percent Of Adults,77.8,No,All,All,All,All,All
S12000042,2012,Percent,Percent Of Adults,71.3,No,All,All,All,All,All
S12000035,2012,Percent,Percent Of Adults,67.5,No,All,All,All,All,All
S12000005,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,51.4,No,All,Adults,All,All,All
S12000017,2012,Percent,Percent Of Adults,76.7,No,All,Adults,All,All,All
S12000028,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,88.2,No,All,All,All,All,All
S12000036,2015,Percent,Percent Of Adults,83.1,No,All,All,All,All,All
S12000049,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,78.3,No,All,Adults,All,All,All
S13002637,2012-2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,76.1,No,All,All,All,All,All
S12000038,2012,"95% Lower Confidence Limit, Percent",Percent Of Adults,67.5,No,All,All,All,All,All
S12000010,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,72.3,No,All,All,All,All,All
S08000022,2015,Percent,Percent Of Adults,76.4,No,All,Adults,All,All,All
S12000014,2012,Percent,Percent Of Adults,78,No,All,Adults,All,All,All
S13002712,2012-2015,Percent,Percent Of Adults,73,No,All,All,All,All,All
S13002480,2014-2017,Percent,Percent Of Adults,75.2,No,All,All,All,All,All
S13002483,2014-2017,Percent,Percent Of Adults,77.2,No,All,All,All,All,All
S12000029,2015,Percent,Percent Of Adults,80.3,No,All,All,All,All,All
S13002534,2014-2017,Percent,Percent Of Adults,75.1,No,All,All,All,All,All
S12000030,2017,Percent,Percent Of Adults,81.5,No,All,Adults,All,All,All
S13002732,2014-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,74.3,No,All,All,All,All,All
S13002654,2012-2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,66.8,No,All,All,All,All,All
S08000022,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,71.8,No,All,Adults,All,All,All
S13002702,2012-2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,87.2,No,All,All,All,All,All
S12000041,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,65.6,No,All,Adults,All,All,All
S12000030,2016-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,83.4,No,All,All,All,All,All
S08000022,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,70.4,No,All,Adults,All,All,All
S12000035,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,75.7,No,All,All,All,All,All
S08000028,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,89.1,No,All,Pensioners,All,All,All
S12000047,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,85,No,All,All,All,All,All
S12000017,2012-2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,78.1,No,All,All,All,All,All
S13002663,2012-2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,69.9,No,All,All,All,All,All
S12000041,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,77.6,No,All,All,All,All,All
S13002718,2012-2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,74.8,No,All,All,All,All,All
S12000027,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,87.5,No,All,Adults,All,All,All
S13002745,2014-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,88.1,No,All,All,All,All,All
S08000020,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,72.7,No,All,Adults,All,All,All
S12000041,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,86,No,All,All,All,All,All
S12000021,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,77,No,All,All,All,All,All
S16000074,2012-2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,73.6,No,All,All,All,All,All
S13002534,2014-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,67.4,No,All,All,All,All,All
S13002663,2012-2015,Percent,Percent Of Adults,77.7,No,All,All,All,All,All
S13002680,2012-2015,Percent,Percent Of Adults,77.5,No,All,All,All,All,All
S08000026,2013,Percent,Percent Of Adults,76.3,No,All,Adults,All,All,All
S08000030,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,89.8,No,All,Pensioners,All,All,All
S12000006,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,77.9,No,All,Adults,All,All,All
S13002525,2014-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,73.4,No,All,All,All,All,All
S08000017,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,90.6,No,All,Pensioners,All,All,All
S12000033,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,72.6,No,All,Adults,All,All,All
S13002749,2014-2017,Percent,Percent Of Adults,74.1,No,All,All,All,All,All
S13002817,2012-2015,Percent,Percent Of Adults,77.2,No,All,All,All,All,All
S14000017,2012-2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,71.7,No,All,All,All,All,All
S12000033,2018,Percent,Percent Of Adults,84.4,No,All,All,All,All,All
S13002819,2012-2015,Percent,Percent Of Adults,30,Yes,All,All,All,All,All
S08000031,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,21.4,Yes,All,With Children,All,All,All
S13002627,2014-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,6,Yes,All,All,All,All,All
S16000083,2012-2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,24.8,Yes,All,All,All,All,All
S12000026,2018,Percent,Percent Of Adults,17.6,Yes,All,Adults,All,All,All
S12000034,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,12.6,Yes,All,All,All,All,All
S13002589,2014-2017,Percent,Percent Of Adults,27.7,Yes,All,All,All,All,All
S08000029,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,24.9,Yes,All,All,All,All,All
S12000034,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,22.7,Yes,All,With Children,All,All,All
S13002476,2014-2017,Percent,Percent Of Adults,18.4,Yes,All,All,All,All,All
S13002506,2014-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,24.5,Yes,All,All,All,All,All
S12000033,2017,Percent,Percent Of Adults,17.7,Yes,All,All,All,All,All
S08000016,2013,Percent,Percent Of Adults,18.8,Yes,All,All,All,All,All
S13002828,2012-2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,14.8,Yes,All,All,All,All,All
S12000045,2016,Percent,Percent Of Adults,14.3,Yes,All,With Children,All,All,All
S13002508,2012-2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,23.7,Yes,All,All,All,All,All
S12000049,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,30.5,Yes,All,All,All,All,All
S12000011,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,73.4,No,All,Adults,All,All,All
S12000010,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,84.9,No,All,All,All,All,All
S14000014,2016-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,83.9,No,All,All,All,All,All
S12000013,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,87.1,No,All,All,All,All,All
S12000041,2017,Percent,Percent Of Adults,81.9,No,All,All,All,All,All
S12000013,2012,"95% Lower Confidence Limit, Percent",Percent Of Adults,73.4,No,All,All,All,All,All
S12000017,2012,Percent,Percent Of Adults,79.6,No,All,All,All,All,All
S12000049,2012,"95% Lower Confidence Limit, Percent",Percent Of Adults,76.4,No,All,Pensioners,All,All,All
S08000029,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,81.2,No,All,Adults,All,All,All
S08000028,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,15.7,Yes,All,Adults,All,All,All
S12000034,2017,Percent,Percent Of Adults,15.7,Yes,All,All,All,All,All
S12000005,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,18.8,Yes,All,With Children,All,All,All
S12000010,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,19.6,Yes,All,With Children,All,All,All
S13002750,2014-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,72.2,No,All,All,All,All,All
S12000013,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,61.7,No,All,Adults,All,All,All
S13002588,2014-2017,Percent,Percent Of Adults,16.7,Yes,All,All,All,All,All
S12000013,2018,Percent,Percent Of Adults,22.7,Yes,All,Adults,All,All,All
S13002481,2014-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,75.2,No,All,All,All,All,All
S12000036,2012,Percent,Percent Of Adults,78.3,No,All,All,All,All,All
S13002597,2014-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,11.3,Yes,All,All,All,All,All
S12000021,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,65.8,No,All,Adults,All,All,All
S08000025,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,63.9,No,All,Adults,All,All,All
S12000005,2015,Percent,Percent Of Adults,26.6,Yes,All,With Children,All,All,All
S16000085,2012-2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,33.3,Yes,All,All,All,All,All
S12000033,2015,Percent,Percent Of Adults,24.7,Yes,All,Adults,All,All,All
S12000030,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,14.8,Yes,All,Adults,All,All,All
S12000036,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,81,No,All,All,All,All,All
S12000028,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,85.3,No,All,All,All,All,All
S12000041,2017,Percent,Percent Of Adults,77.3,No,All,Adults,All,All,All
S12000021,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,72,No,All,All,All,All,All
S13002540,2014-2017,Percent,Percent Of Adults,80.4,No,All,All,All,All,All
S12000039,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,72.1,No,All,All,All,All,All
S12000030,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,82.7,No,All,All,All,All,All
S12000028,2012,Percent,Percent Of Adults,81,No,All,Adults,All,All,All
S13002537,2014-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,19.3,Yes,All,All,All,All,All
S13002507,2012-2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,29.8,Yes,All,All,All,All,All
S13002513,2012-2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,12.8,Yes,All,All,All,All,All
S12000013,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,35.8,Yes,All,Adults,All,All,All
S12000027,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,16.5,Yes,All,With Children,All,All,All
S13002641,2014-2017,Percent,Percent Of Adults,27.4,Yes,All,All,All,All,All
S08000022,2013,Percent,Percent Of Adults,19,Yes,All,All,All,All,All
S08000030,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,22.4,Yes,All,Adults,All,All,All
S13002584,2014-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,9.7,Yes,All,All,All,All,All
S12000023,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,8.3,Yes,All,All,All,All,All
S12000034,2012-2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,24.7,Yes,All,All,All,All,All
S08000017,2015,Percent,Percent Of Adults,27.9,Yes,All,With Children,All,All,All
S12000029,2012-2013,Percent,Percent Of Adults,23.7,Yes,All,All,All,All,All
S13002583,2014-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,11.7,Yes,All,All,All,All,All
S12000006,2015,Percent,Percent Of Adults,28.1,Yes,All,Adults,All,All,All
S08000030,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,31.9,Yes,All,Adults,All,All,All
S92000003,2012-2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,21.8,Yes,All,All,All,All,All
S12000017,2015,Percent,Percent Of Adults,78.7,No,All,All,All,All,All
S12000021,2012,Percent,Percent Of Adults,72.1,No,All,All,All,All,All
S13002525,2014-2017,Percent,Percent Of Adults,80.2,No,All,All,All,All,All
S13002519,2014-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,68.4,No,All,All,All,All,All
S12000029,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,79,No,All,Adults,All,All,All
S12000041,2018,Percent,Percent Of Adults,81.8,No,All,All,All,All,All
S13002741,2012-2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,87.5,No,All,All,All,All,All
S12000038,2015,Percent,Percent Of Adults,73.2,No,All,Adults,All,All,All
S12000027,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,66.2,No,All,Adults,All,All,All
S12000049,2012,Percent,Percent Of Adults,80.1,No,All,Pensioners,All,All,All
S13002735,2012-2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,84.3,No,All,All,All,All,All
S13002728,2012-2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,62.5,No,All,All,All,All,All
S12000027,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,86.4,No,All,Adults,All,All,All
S12000017,2012,"95% Lower Confidence Limit, Percent",Percent Of Adults,76.3,No,All,All,All,All,All
S13002740,2012-2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,83.6,No,All,All,All,All,All
S12000039,2012-2015,Percent,Percent Of Adults,73.3,No,All,All,All,All,All
S12000035,2017,Percent,Percent Of Adults,88.2,No,All,Pensioners,All,All,All
S13002490,2014-2017,Percent,Percent Of Adults,77.2,No,All,All,All,All,All
S12000011,2013,Percent,Percent Of Adults,81.1,No,All,Adults,All,All,All
S12000045,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,93.6,No,All,Adults,All,All,All
S12000013,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,70.6,No,All,Adults,All,All,All
S08000019,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,79,No,All,Adults,All,All,All
S12000010,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,61.9,No,All,Adults,All,All,All
S12000020,2015,Percent,Percent Of Adults,76.3,No,All,All,All,All,All
S12000030,2016,Percent,Percent Of Adults,81.2,No,All,Adults,All,All,All
S12000026,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,81.3,No,All,Adults,All,All,All
S08000015,2015,Percent,Percent Of Adults,73.9,No,All,Adults,All,All,All
S12000033,2012-2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,75.7,No,All,All,All,All,All
S08000032,2017,Percent,Percent Of Adults,76.2,No,All,Adults,All,All,All
S12000039,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,81,No,All,Adults,All,All,All
S08000030,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,80.7,No,All,Adults,All,All,All
S12000020,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,80.9,No,All,All,All,All,All
S12000005,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,96.4,No,All,Pensioners,All,All,All
S12000042,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,68.1,No,All,Adults,All,All,All
S12000030,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,88.2,No,All,Adults,All,All,All
S12000033,2015,Percent,Percent Of Adults,75.2,No,All,Adults,All,All,All
S12000040,2017,Percent,Percent Of Adults,81.6,No,All,All,All,All,All
S12000038,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,81,No,All,All,All,All,All
S12000006,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,83.9,No,All,Adults,All,All,All
S12000048,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,83.9,No,All,Adults,All,All,All
S12000020,2012,Percent,Percent Of Adults,75.3,No,All,Adults,All,All,All
S12000042,2012,Percent,Percent Of Adults,69.3,No,All,Adults,All,All,All
S13002692,2012-2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,82.8,No,All,All,All,All,All
S12000005,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,79.7,No,All,Adults,All,All,All
S12000045,2012-2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,89.3,No,All,All,All,All,All
S14000013,2012-2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,75.7,No,All,All,All,All,All
S13002819,2012-2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,75.3,No,All,All,All,All,All
S08000030,2017,Percent,Percent Of Adults,79.3,No,All,Adults,All,All,All
S12000041,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,77.8,No,All,All,All,All,All
S13002817,2012-2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,69.8,No,All,All,All,All,All
S08000019,2012,"95% Lower Confidence Limit, Percent",Percent Of Adults,71.6,No,All,Adults,All,All,All
S12000018,2013,Percent,Percent Of Adults,75.1,No,All,All,All,All,All
S12000008,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,70.6,No,All,Adults,All,All,All
S12000021,2012-2015,Percent,Percent Of Adults,74.5,No,All,All,All,All,All
S12000011,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,86.1,No,All,All,All,All,All
S12000035,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,4.1,Yes,All,With Children,All,All,All
S12000020,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,35.6,Yes,All,Adults,All,All,All
S12000035,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,16.4,Yes,All,Adults,All,All,All
S12000014,2012,"95% Lower Confidence Limit, Percent",Percent Of Adults,16.6,Yes,All,Adults,All,All,All
S12000010,2013,Percent,Percent Of Adults,73.9,No,All,Adults,All,All,All
S12000027,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,57.3,No,All,Adults,All,All,All
S12000039,2018,Percent,Percent Of Adults,81.9,No,All,All,All,All,All
S12000030,2015,Percent,Percent Of Adults,82.2,No,All,Adults,All,All,All
S08000026,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,85.1,No,All,Pensioners,All,All,All
S12000023,2012-2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,84.8,No,All,All,All,All,All
S12000039,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,77.3,No,All,All,All,All,All
S08000019,2016,Percent,Percent Of Adults,80.1,No,All,Adults,All,All,All
S12000023,2018,Percent,Percent Of Adults,16.6,Yes,All,Adults,All,All,All
S12000049,2013,Percent,Percent Of Adults,28.1,Yes,All,All,All,All,All
S13002477,2014-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,20.5,Yes,All,All,All,All,All
S12000006,2015,Percent,Percent Of Adults,22.9,Yes,All,All,All,All,All
S08000019,2017,Percent,Percent Of Adults,14.4,Yes,All,All,All,All,All
S12000049,2015,Percent,Percent Of Adults,21.5,Yes,All,With Children,All,All,All
S12000050,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,19.5,Yes,All,With Children,All,All,All
S12000035,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,17,Yes,All,Adults,All,All,All
S12000041,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,25.2,Yes,All,With Children,All,All,All
S12000021,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,63.8,No,All,With Children,All,All,All
S12000019,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,87.2,No,All,With Children,All,All,All
S08000022,2018,Percent,Percent Of Adults,86.7,No,All,With Children,All,All,All
S12000019,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,68.3,No,All,With Children,All,All,All
S13002596,2014-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,16.7,Yes,All,All,All,All,All
S08000026,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,32.7,Yes,All,With Children,All,All,All
S12000039,2017,Percent,Percent Of Adults,24.4,Yes,All,With Children,All,All,All
S12000008,2015,Percent,Percent Of Adults,21,Yes,All,All,All,All,All
S12000011,2014,Percent,Percent Of Adults,21.3,Yes,All,Adults,All,All,All
S12000027,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,9.8,Yes,All,With Children,All,All,All
S12000042,2013,Percent,Percent Of Adults,20.9,Yes,All,With Children,All,All,All
S12000036,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,19.4,Yes,All,With Children,All,All,All
S12000019,2017,Percent,Percent Of Adults,18.3,Yes,All,With Children,All,All,All
S13002483,2014-2017,Percent,Percent Of Adults,22.5,Yes,All,All,All,All,All
S12000011,2018,Percent,Percent Of Adults,15.4,Yes,All,Adults,All,All,All
S12000010,2018,Percent,Percent Of Adults,13.2,Yes,All,With Children,All,All,All
S13002512,2014-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,26.2,Yes,All,All,All,All,All
S12000005,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,14.9,Yes,All,All,All,All,All
S12000018,2014,Percent,Percent Of Adults,26.2,Yes,All,With Children,All,All,All
S12000039,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,15.9,Yes,All,With Children,All,All,All
S12000034,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,18.7,Yes,All,All,All,All,All
S13002516,2012-2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,39.2,Yes,All,All,All,All,All
S08000030,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,24.6,Yes,All,All,All,All,All
S13002576,2014-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,10.7,Yes,All,All,All,All,All
S13002648,2014-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,31.4,Yes,All,All,All,All,All
S16000132,2012-2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,75.4,No,All,All,All,All,All
S13002614,2012-2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,70.3,No,All,All,All,All,All
S14000010,2014-2015,Percent,Percent Of Adults,77.3,No,All,All,All,All,All
S13002759,2012-2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,93.4,No,All,All,All,All,All
S13002612,2012-2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,82.1,No,All,All,All,All,All
S13002767,2012-2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,85.9,No,All,All,All,All,All
S13002762,2012-2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,74.1,No,All,All,All,All,All
S13002566,2012-2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,95.4,No,All,All,All,All,All
S14000010,2014-2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,73.9,No,All,All,All,All,All
S13002577,2014-2017,Percent,Percent Of Adults,10.6,Yes,All,All,All,All,All
S12000047,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,24.2,Yes,All,Adults,All,All,All
S12000021,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,33.4,Yes,All,Adults,All,All,All
S08000022,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,16,Yes,All,All,All,All,All
S92000003,2014-2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,78.4,No,All,All,All,All,All
S13002764,2012-2015,Percent,Percent Of Adults,77.8,No,All,All,All,All,All
S12000040,2014-2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,76.2,No,All,All,All,All,All
S13002759,2012-2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,77.9,No,All,All,All,All,All
S08000029,2012,Percent,Percent Of Adults,76.2,No,All,All,All,All,All
S12000040,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,83.8,No,All,All,All,All,All
S13002763,2012-2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,83.6,No,All,All,All,All,All
S08000031,2012,"95% Lower Confidence Limit, Percent",Percent Of Adults,70.5,No,All,With Children,All,All,All
S12000021,2017,Percent,Percent Of Adults,75,No,All,With Children,All,All,All
S13002611,2012-2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,68.1,No,All,All,All,All,All
S14000037,2012-2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,77.3,No,All,All,All,All,All
S08000022,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,92,No,All,With Children,All,All,All
S13002808,2012-2015,Percent,Percent Of Adults,89.4,No,All,All,All,All,All
S16000129,2012-2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,80.4,No,All,All,All,All,All
S12000045,2014-2015,Percent,Percent Of Adults,86.8,No,All,All,All,All,All
S12000041,2014-2015,Percent,Percent Of Adults,80.2,No,All,All,All,All,All
S13002559,2012-2015,Percent,Percent Of Adults,72.7,No,All,All,All,All,All
S12000040,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,75.3,No,All,All,All,All,All
S12000047,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,83.5,No,All,With Children,All,All,All
S12000027,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,85.7,No,All,With Children,All,All,All
S12000008,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,80,No,All,All,All,All,All
S14000052,2012-2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,72.5,No,All,All,All,All,All
S13002711,2014-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,84.6,No,All,All,All,All,All
S13002805,2012-2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,85.2,No,All,All,All,All,All
S08000026,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,83.5,No,All,With Children,All,All,All
S12000026,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,92.8,No,All,With Children,All,All,All
S12000006,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,64.9,No,All,With Children,All,All,All
S13002801,2012-2015,Percent,Percent Of Adults,71.5,No,All,All,All,All,All
S12000045,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,91.8,No,All,All,All,All,All
S12000050,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,83.7,No,All,With Children,All,All,All
S12000019,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,64.1,No,All,With Children,All,All,All
S14000031,2012-2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,71.7,No,All,All,All,All,All
S16000124,2012-2013,Percent,Percent Of Adults,75.3,No,All,All,All,All,All
S14000010,2014-2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,80.8,No,All,All,All,All,All
S12000039,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,82.8,No,All,With Children,All,All,All
S12000029,2014,Percent,Percent Of Adults,78.1,No,All,With Children,All,All,All
